| SaleDate            | Amount | Salesperson         |
| 2022-02-22 00:00:00 | 8757   | Husein Augar        |
| 2022-03-08 00:00:00 | 6419   | Karlen McCaffrey    |
| 2021-11-08 00:00:00 | 5005   | Ches Bonnell        |
| 2021-02-11 00:00:00 | 4025   | Beverie Moffet      |
| 2021-09-27 00:00:00 | 8127   | Kelci Walkden       |
| 2021-12-07 00:00:00 | 3178   | Madelene Upcott     |
| 2021-11-05 00:00:00 | 7378   | Kaine Padly         |
| 2021-12-20 00:00:00 | 3521   | Gigi Bohling        |
| 2021-08-20 00:00:00 | 6517   | Van Tuxwell         |
| 2021-04-19 00:00:00 | 588    | Kaine Padly         |
| 2021-02-11 00:00:00 | 1064   | Marney O'Breen      |
| 2021-05-25 00:00:00 | 3689   | Jan Morforth        |
| 2021-09-27 00:00:00 | 6671   | Beverie Moffet      |
| 2022-03-16 00:00:00 | 11200  | Marney O'Breen      |
| 2021-04-19 00:00:00 | 6237   | Gigi Bohling        |
| 2022-03-23 00:00:00 | 6251   | Jehu Rudeforth      |
| 2021-11-03 00:00:00 | 1365   | Husein Augar        |
| 2021-12-13 00:00:00 | 2275   | Ches Bonnell        |
| 2021-03-01 00:00:00 | 2443   | Brien Boise         |
| 2021-12-10 00:00:00 | 5880   | Husein Augar        |
| 2021-12-31 00:00:00 | 8722   | Jehu Rudeforth      |
| 2021-11-25 00:00:00 | 833    | Mallorie Waber      |
| 2021-01-07 00:00:00 | 1988   | Kelci Walkden       |
| 2021-09-13 00:00:00 | 1897   | Rafaelita Blaksland |
| 2021-10-21 00:00:00 | 1666   | Roddy Speechley     |
| 2021-03-09 00:00:00 | 5649   | Roddy Speechley     |
| 2021-01-28 00:00:00 | 2058   | Curtice Advani      |
| 2021-03-10 00:00:00 | 6482   | Kaine Padly         |
| 2021-09-06 00:00:00 | 3745   | Karlen McCaffrey    |
| 2021-12-21 00:00:00 | 9835   | Marney O'Breen      |
| 2021-05-10 00:00:00 | 4641   | Kelci Walkden       |
| 2021-04-23 00:00:00 | 5166   | Curtice Advani      |
| 2021-08-19 00:00:00 | 336    | Dennison Crosswaite |
| 2021-09-21 00:00:00 | 4620   | Mallorie Waber      |
| 2021-08-12 00:00:00 | 5362   | Jehu Rudeforth      |
| 2021-04-16 00:00:00 | 4788   | Jehu Rudeforth      |
| 2021-06-29 00:00:00 | 7588   | Kelci Walkden       |
| 2021-12-17 00:00:00 | 11515  | Jan Morforth        |
| 2022-02-02 00:00:00 | 3374   | Husein Augar        |
| 2021-03-30 00:00:00 | 2051   | Mallorie Waber      |
| 2022-03-16 00:00:00 | 9443   | Andria Kimpton      |
| 2021-11-22 00:00:00 | 6216   | Gigi Bohling        |
| 2021-06-15 00:00:00 | 13433  | Jan Morforth        |
| 2021-10-15 00:00:00 | 5817   | Van Tuxwell         |
| 2021-02-15 00:00:00 | 4669   | Marney O'Breen      |
| 2021-12-27 00:00:00 | 1365   | Beverie Moffet      |
| 2021-03-11 00:00:00 | 931    | Wilone O'Kielt      |
| 2021-09-14 00:00:00 | 728    | Andria Kimpton      |
| 2021-08-11 00:00:00 | 9002   | Ches Bonnell        |
| 2021-07-08 00:00:00 | 8365   | Marney O'Breen      |
| 2021-11-02 00:00:00 | 6762   | Jan Morforth        |
| 2021-04-23 00:00:00 | 11655  | Kaine Padly         |
| 2021-01-05 00:00:00 | 1134   | Roddy Speechley     |
| 2021-01-19 00:00:00 | 13503  | Karlen McCaffrey    |
| 2021-02-15 00:00:00 | 7868   | Mallorie Waber      |
| 2022-03-04 00:00:00 | 8141   | Curtice Advani      |
| 2021-02-23 00:00:00 | 8659   | Brien Boise         |
| 2021-01-26 00:00:00 | 9807   | Van Tuxwell         |
| 2021-11-24 00:00:00 | 12726  | Gunar Cockshoot     |
| 2021-04-01 00:00:00 | 77     | Dotty Strutley      |
| 2022-03-17 00:00:00 | 11872  | Dennison Crosswaite |
| 2021-08-25 00:00:00 | 4746   | Van Tuxwell         |
| 2021-07-15 00:00:00 | 2821   | Andria Kimpton      |
| 2021-06-16 00:00:00 | 15162  | Husein Augar        |
| 2021-08-31 00:00:00 | 4844   | Dennison Crosswaite |
| 2021-08-26 00:00:00 | 4102   | Kaine Padly         |
| 2021-09-01 00:00:00 | 1008   | Beverie Moffet      |
| 2021-11-19 00:00:00 | 8183   | Andria Kimpton      |
| 2021-03-04 00:00:00 | 4872   | Karlen McCaffrey    |
| 2021-09-09 00:00:00 | 588    | Marney O'Breen      |
| 2021-03-16 00:00:00 | 5978   | Rafaelita Blaksland |
| 2021-10-28 00:00:00 | 2191   | Gigi Bohling        |
| 2021-02-22 00:00:00 | 1610   | Gigi Bohling        |
| 2021-06-15 00:00:00 | 12670  | Barr Faughny        |
| 2021-09-21 00:00:00 | 4018   | Barr Faughny        |
| 2021-02-22 00:00:00 | 448    | Dennison Crosswaite |
| 2022-02-17 00:00:00 | 9772   | Jan Morforth        |
| 2021-11-08 00:00:00 | 4879   | Gigi Bohling        |
| 2022-01-20 00:00:00 | 4851   | Kaine Padly         |
| 2021-10-25 00:00:00 | 4788   | Ches Bonnell        |
| 2021-02-04 00:00:00 | 2317   | Curtice Advani      |
| 2021-02-19 00:00:00 | 12194  | Ches Bonnell        |
| 2021-02-09 00:00:00 | 11424  | Mallorie Waber      |
| 2021-08-18 00:00:00 | 3192   | Beverie Moffet      |
| 2022-03-28 00:00:00 | 9436   | Mallorie Waber      |
| 2021-07-22 00:00:00 | 10255  | Mallorie Waber      |
| 2021-06-09 00:00:00 | 13566  | Dennison Crosswaite |
| 2021-08-11 00:00:00 | 3899   | Jan Morforth        |
| 2022-02-15 00:00:00 | 273    | Andria Kimpton      |
| 2021-06-01 00:00:00 | 4508   | Curtice Advani      |
| 2021-01-12 00:00:00 | 1148   | Dotty Strutley      |
| 2021-01-28 00:00:00 | 4466   | Andria Kimpton      |
| 2021-02-03 00:00:00 | 8953   | Gigi Bohling        |
| 2022-02-03 00:00:00 | 5523   | Karlen McCaffrey    |
| 2022-03-03 00:00:00 | 2800   | Rafaelita Blaksland |
| 2021-08-26 00:00:00 | 2548   | Jan Morforth        |
| 2022-02-10 00:00:00 | 11459  | Wilone O'Kielt      |
| 2021-07-13 00:00:00 | 10423  | Mallorie Waber      |
| 2021-06-30 00:00:00 | 5334   | Gunar Cockshoot     |
| 2021-01-26 00:00:00 | 13160  | Wilone O'Kielt      |
| 2021-10-19 00:00:00 | 6237   | Oby Sorrel          |
| 2022-01-27 00:00:00 | 4158   | Andria Kimpton      |
| 2021-07-27 00:00:00 | 2926   | Madelene Upcott     |
| 2021-07-28 00:00:00 | 1505   | Husein Augar        |
| 2021-06-09 00:00:00 | 2275   | Dennison Crosswaite |
| 2021-06-29 00:00:00 | 10878  | Ches Bonnell        |
| 2021-11-15 00:00:00 | 13902  | Ches Bonnell        |
| 2021-04-19 00:00:00 | 7448   | Beverie Moffet      |
| 2021-12-06 00:00:00 | 7007   | Gigi Bohling        |
| 2021-02-12 00:00:00 | 9401   | Camilla Castle      |
| 2021-07-29 00:00:00 | 2170   | Kaine Padly         |
| 2021-02-03 00:00:00 | 9765   | Dotty Strutley      |
| 2022-01-27 00:00:00 | 4900   | Rafaelita Blaksland |
| 2021-02-10 00:00:00 | 7777   | Dotty Strutley      |
| 2021-05-13 00:00:00 | 7364   | Oby Sorrel          |
| 2021-02-03 00:00:00 | 6398   | Rafaelita Blaksland |
| 2021-05-12 00:00:00 | 1281   | Husein Augar        |
| 2022-01-26 00:00:00 | 4634   | Kaine Padly         |
| 2021-07-14 00:00:00 | 7637   | Madelene Upcott     |
| 2021-12-30 00:00:00 | 2870   | Gigi Bohling        |
| 2021-04-23 00:00:00 | 11844  | Dennison Crosswaite |
| 2021-08-03 00:00:00 | 6475   | Karlen McCaffrey    |
| 2021-07-28 00:00:00 | 10409  | Wilone O'Kielt      |
| 2021-09-07 00:00:00 | 1631   | Barr Faughny        |
| 2022-02-14 00:00:00 | 406    | Brien Boise         |
| 2021-05-11 00:00:00 | 7091   | Dennison Crosswaite |
| 2022-02-22 00:00:00 | 5131   | Andria Kimpton      |
| 2021-12-06 00:00:00 | 1400   | Barr Faughny        |
| 2021-04-26 00:00:00 | 12376  | Wilone O'Kielt      |
| 2021-02-19 00:00:00 | 2821   | Dotty Strutley      |
| 2021-02-18 00:00:00 | 14602  | Andria Kimpton      |
| 2021-07-19 00:00:00 | 16695  | Karlen McCaffrey    |
| 2021-02-02 00:00:00 | 6825   | Beverie Moffet      |
| 2021-05-03 00:00:00 | 1148   | Jan Morforth        |
| 2021-04-22 00:00:00 | 2583   | Mallorie Waber      |
| 2021-01-28 00:00:00 | 532    | Mallorie Waber      |
| 2021-06-09 00:00:00 | 10920  | Ches Bonnell        |
| 2021-03-05 00:00:00 | 5327   | Dennison Crosswaite |
| 2021-11-18 00:00:00 | 1365   | Camilla Castle      |
| 2021-11-04 00:00:00 | 3213   | Gigi Bohling        |
| 2022-03-22 00:00:00 | 5355   | Rafaelita Blaksland |
| 2022-03-10 00:00:00 | 3437   | Camilla Castle      |
| 2021-09-01 00:00:00 | 5733   | Rafaelita Blaksland |
| 2021-06-16 00:00:00 | 1043   | Van Tuxwell         |
| 2022-03-11 00:00:00 | 12306  | Marney O'Breen      |
| 2021-05-03 00:00:00 | 1008   | Oby Sorrel          |
| 2021-12-31 00:00:00 | 5208   | Ches Bonnell        |
| 2021-12-14 00:00:00 | 2842   | Wilone O'Kielt      |
| 2021-08-30 00:00:00 | 10017  | Barr Faughny        |
| 2022-02-17 00:00:00 | 6720   | Barr Faughny        |
| 2021-12-31 00:00:00 | 280    | Dennison Crosswaite |
| 2022-03-08 00:00:00 | 168    | Wilone O'Kielt      |
| 2021-09-10 00:00:00 | 5033   | Roddy Speechley     |
| 2022-03-03 00:00:00 | 8113   | Dotty Strutley      |
| 2021-02-22 00:00:00 | 5677   | Madelene Upcott     |
| 2021-07-19 00:00:00 | 9205   | Husein Augar        |
| 2021-08-09 00:00:00 | 2618   | Ches Bonnell        |
| 2021-01-13 00:00:00 | 9478   | Dennison Crosswaite |
| 2021-08-12 00:00:00 | 5033   | Madelene Upcott     |
| 2021-06-02 00:00:00 | 14238  | Kelci Walkden       |
| 2021-01-21 00:00:00 | 14     | Husein Augar        |
| 2021-07-13 00:00:00 | 6790   | Oby Sorrel          |
| 2021-02-08 00:00:00 | 1092   | Karlen McCaffrey    |
| 2021-02-08 00:00:00 | 1729   | Oby Sorrel          |
| 2021-11-30 00:00:00 | 357    | Brien Boise         |
| 2021-03-09 00:00:00 | 2163   | Andria Kimpton      |
| 2021-03-10 00:00:00 | 4165   | Barr Faughny        |
| 2021-06-07 00:00:00 | 6678   | Marney O'Breen      |
| 2021-03-03 00:00:00 | 2289   | Brien Boise         |
| 2021-03-16 00:00:00 | 2674   | Kaine Padly         |
| 2021-08-11 00:00:00 | 13783  | Van Tuxwell         |
| 2021-12-30 00:00:00 | 6426   | Andria Kimpton      |
| 2021-03-11 00:00:00 | 4270   | Rafaelita Blaksland |
| 2021-08-31 00:00:00 | 4494   | Mallorie Waber      |
| 2021-01-20 00:00:00 | 3752   | Marney O'Breen      |
| 2021-10-15 00:00:00 | 4599   | Andria Kimpton      |
| 2021-11-17 00:00:00 | 7322   | Beverie Moffet      |
| 2021-02-02 00:00:00 | 427    | Camilla Castle      |
| 2021-04-07 00:00:00 | 693    | Jan Morforth        |
| 2021-05-25 00:00:00 | 2422   | Beverie Moffet      |
| 2021-06-09 00:00:00 | 2429   | Roddy Speechley     |
| 2021-05-12 00:00:00 | 8512   | Gigi Bohling        |
| 2021-11-22 00:00:00 | 4823   | Ches Bonnell        |
| 2021-11-02 00:00:00 | 4452   | Jehu Rudeforth      |
| 2021-03-04 00:00:00 | 2737   | Dennison Crosswaite |
| 2021-09-24 00:00:00 | 9345   | Roddy Speechley     |
| 2022-01-12 00:00:00 | 4018   | Roddy Speechley     |
| 2022-02-01 00:00:00 | 4739   | Brien Boise         |
| 2021-03-15 00:00:00 | 12012  | Husein Augar        |
| 2021-09-20 00:00:00 | 7756   | Jehu Rudeforth      |
| 2021-04-20 00:00:00 | 6524   | Kaine Padly         |
| 2022-01-12 00:00:00 | 11844  | Jan Morforth        |
| 2021-09-01 00:00:00 | 1743   | Kaine Padly         |
| 2022-03-21 00:00:00 | 3472   | Kaine Padly         |
| 2021-04-12 00:00:00 | 13951  | Camilla Castle      |
| 2022-01-25 00:00:00 | 119    | Ches Bonnell        |
| 2021-08-31 00:00:00 | 21     | Dotty Strutley      |
| 2021-11-03 00:00:00 | 9114   | Kelci Walkden       |
| 2021-04-23 00:00:00 | 5656   | Wilone O'Kielt      |
| 2021-02-26 00:00:00 | 1274   | Andria Kimpton      |
| 2021-11-11 00:00:00 | 2835   | Beverie Moffet      |
| 2021-03-05 00:00:00 | 16849  | Kaine Padly         |
| 2021-08-26 00:00:00 | 11319  | Oby Sorrel          |
| 2021-11-16 00:00:00 | 8610   | Curtice Advani      |
| 2021-02-11 00:00:00 | 3787   | Gunar Cockshoot     |
| 2021-05-31 00:00:00 | 3955   | Mallorie Waber      |
| 2021-04-05 00:00:00 | 13293  | Curtice Advani      |
| 2022-01-05 00:00:00 | 175    | Dennison Crosswaite |
| 2021-04-22 00:00:00 | 7567   | Brien Boise         |
| 2021-03-04 00:00:00 | 5061   | Dotty Strutley      |
| 2021-02-02 00:00:00 | 7623   | Gigi Bohling        |
| 2021-10-27 00:00:00 | 13048  | Madelene Upcott     |
| 2021-05-17 00:00:00 | 4970   | Brien Boise         |
| 2022-02-15 00:00:00 | 4270   | Ches Bonnell        |
| 2021-02-05 00:00:00 | 10871  | Kelci Walkden       |
| 2022-02-14 00:00:00 | 2310   | Husein Augar        |
| 2021-08-02 00:00:00 | 10080  | Madelene Upcott     |
| 2021-07-08 00:00:00 | 553    | Andria Kimpton      |
| 2022-03-18 00:00:00 | 2940   | Wilone O'Kielt      |
| 2021-02-24 00:00:00 | 11949  | Andria Kimpton      |
| 2021-12-15 00:00:00 | 952    | Husein Augar        |
| 2021-11-02 00:00:00 | 8442   | Rafaelita Blaksland |
| 2021-01-06 00:00:00 | 3052   | Andria Kimpton      |
| 2021-12-14 00:00:00 | 13356  | Beverie Moffet      |
| 2021-12-21 00:00:00 | 6951   | Marney O'Breen      |
| 2021-12-31 00:00:00 | 5978   | Mallorie Waber      |
| 2022-01-25 00:00:00 | 1855   | Ches Bonnell        |
| 2022-02-14 00:00:00 | 5376   | Kelci Walkden       |
| 2021-09-22 00:00:00 | 6076   | Barr Faughny        |
| 2021-09-10 00:00:00 | 1043   | Gunar Cockshoot     |
| 2021-06-09 00:00:00 | 9352   | Roddy Speechley     |
| 2021-02-10 00:00:00 | 1624   | Karlen McCaffrey    |
| 2021-10-06 00:00:00 | 19894  | Rafaelita Blaksland |
| 2021-08-12 00:00:00 | 7595   | Kaine Padly         |
| 2021-11-18 00:00:00 | 10017  | Mallorie Waber      |
| 2021-09-30 00:00:00 | 1414   | Oby Sorrel          |
| 2021-02-10 00:00:00 | 161    | Dotty Strutley      |
| 2022-02-07 00:00:00 | 6706   | Husein Augar        |
| 2021-08-03 00:00:00 | 3486   | Oby Sorrel          |
| 2021-09-24 00:00:00 | 7168   | Oby Sorrel          |
| 2021-08-05 00:00:00 | 1883   | Dotty Strutley      |
| 2022-03-15 00:00:00 | 8659   | Marney O'Breen      |
| 2021-10-05 00:00:00 | 9107   | Karlen McCaffrey    |
| 2021-06-09 00:00:00 | 13706  | Ches Bonnell        |
| 2021-06-16 00:00:00 | 19054  | Beverie Moffet      |
| 2021-12-22 00:00:00 | 8974   | Oby Sorrel          |
| 2021-11-11 00:00:00 | 2359   | Karlen McCaffrey    |
| 2021-07-20 00:00:00 | 1526   | Curtice Advani      |
| 2021-01-05 00:00:00 | 10822  | Rafaelita Blaksland |
| 2021-11-26 00:00:00 | 4018   | Madelene Upcott     |
| 2021-12-07 00:00:00 | 7364   | Ches Bonnell        |
| 2021-12-02 00:00:00 | 9016   | Camilla Castle      |
| 2021-11-11 00:00:00 | 9786   | Mallorie Waber      |
| 2021-06-09 00:00:00 | 2632   | Gunar Cockshoot     |
| 2021-12-08 00:00:00 | 6930   | Van Tuxwell         |
| 2021-11-25 00:00:00 | 1407   | Madelene Upcott     |
| 2021-02-12 00:00:00 | 27146  | Van Tuxwell         |
| 2021-11-26 00:00:00 | 637    | Beverie Moffet      |
| 2021-10-28 00:00:00 | 7406   | Mallorie Waber      |
| 2021-07-08 00:00:00 | 5103   | Kelci Walkden       |
| 2021-03-30 00:00:00 | 840    | Kelci Walkden       |
| 2021-09-17 00:00:00 | 11830  | Curtice Advani      |
| 2022-03-30 00:00:00 | 8281   | Karlen McCaffrey    |
| 2021-08-11 00:00:00 | 9093   | Camilla Castle      |
| 2022-02-04 00:00:00 | 4606   | Wilone O'Kielt      |
| 2021-06-09 00:00:00 | 3066   | Wilone O'Kielt      |
| 2021-05-19 00:00:00 | 8946   | Wilone O'Kielt      |
| 2021-11-04 00:00:00 | 4564   | Marney O'Breen      |
| 2021-03-05 00:00:00 | 3696   | Barr Faughny        |
| 2021-07-29 00:00:00 | 4543   | Wilone O'Kielt      |
| 2021-02-02 00:00:00 | 931    | Kelci Walkden       |
| 2021-09-21 00:00:00 | 8316   | Wilone O'Kielt      |
| 2021-11-02 00:00:00 | 8106   | Curtice Advani      |
| 2021-09-21 00:00:00 | 2121   | Barr Faughny        |
| 2021-11-02 00:00:00 | 6790   | Ches Bonnell        |
| 2021-06-24 00:00:00 | 6566   | Ches Bonnell        |
| 2021-05-24 00:00:00 | 6706   | Brien Boise         |
| 2021-03-16 00:00:00 | 1393   | Gigi Bohling        |
| 2021-07-02 00:00:00 | 4368   | Dennison Crosswaite |
| 2021-01-04 00:00:00 | 1694   | Karlen McCaffrey    |
| 2021-11-03 00:00:00 | 3094   | Karlen McCaffrey    |
| 2022-01-24 00:00:00 | 2177   | Dotty Strutley      |
| 2022-01-05 00:00:00 | 5488   | Jan Morforth        |
| 2021-11-18 00:00:00 | 3017   | Dotty Strutley      |
| 2022-01-18 00:00:00 | 1435   | Jan Morforth        |
| 2021-08-25 00:00:00 | 2324   | Barr Faughny        |
| 2021-12-21 00:00:00 | 9443   | Camilla Castle      |
| 2022-02-03 00:00:00 | 18116  | Van Tuxwell         |
| 2021-09-03 00:00:00 | 616    | Brien Boise         |
| 2021-02-03 00:00:00 | 5313   | Gigi Bohling        |
| 2022-01-20 00:00:00 | 9541   | Kaine Padly         |
| 2021-06-29 00:00:00 | 3668   | Gigi Bohling        |
| 2021-12-17 00:00:00 | 6993   | Camilla Castle      |
| 2021-11-26 00:00:00 | 8680   | Kelci Walkden       |
| 2021-11-25 00:00:00 | 2002   | Van Tuxwell         |
| 2021-01-11 00:00:00 | 7707   | Van Tuxwell         |
| 2021-10-06 00:00:00 | 490    | Madelene Upcott     |
| 2022-03-08 00:00:00 | 13685  | Husein Augar        |
| 2021-10-14 00:00:00 | 6244   | Gigi Bohling        |
| 2021-04-29 00:00:00 | 3731   | Ches Bonnell        |
| 2021-08-27 00:00:00 | 4242   | Marney O'Breen      |
| 2021-05-04 00:00:00 | 11193  | Mallorie Waber      |
| 2022-03-08 00:00:00 | 12740  | Jehu Rudeforth      |
| 2021-07-30 00:00:00 | 6671   | Rafaelita Blaksland |
| 2021-03-03 00:00:00 | 12670  | Van Tuxwell         |
| 2022-02-18 00:00:00 | 7217   | Mallorie Waber      |
| 2021-10-29 00:00:00 | 6762   | Brien Boise         |
| 2021-04-22 00:00:00 | 12579  | Dotty Strutley      |
| 2021-08-09 00:00:00 | 315    | Madelene Upcott     |
| 2021-12-14 00:00:00 | 12061  | Wilone O'Kielt      |
| 2022-03-11 00:00:00 | 2786   | Curtice Advani      |
| 2021-06-17 00:00:00 | 4753   | Barr Faughny        |
| 2021-04-23 00:00:00 | 11823  | Curtice Advani      |
| 2021-04-28 00:00:00 | 3661   | Barr Faughny        |
| 2021-12-31 00:00:00 | 2009   | Gigi Bohling        |
| 2021-03-31 00:00:00 | 8456   | Mallorie Waber      |
| 2021-06-09 00:00:00 | 560    | Kaine Padly         |
| 2021-01-13 00:00:00 | 5355   | Gigi Bohling        |
| 2021-01-20 00:00:00 | 14805  | Dennison Crosswaite |
| 2021-02-08 00:00:00 | 6867   | Andria Kimpton      |
| 2021-06-17 00:00:00 | 8085   | Wilone O'Kielt      |
| 2021-08-10 00:00:00 | 11445  | Ches Bonnell        |
| 2021-11-04 00:00:00 | 1022   | Curtice Advani      |
| 2021-08-27 00:00:00 | 8890   | Camilla Castle      |
| 2021-11-17 00:00:00 | 2604   | Mallorie Waber      |
| 2021-03-16 00:00:00 | 2177   | Van Tuxwell         |
| 2021-05-26 00:00:00 | 2723   | Dotty Strutley      |
| 2021-01-07 00:00:00 | 5439   | Jehu Rudeforth      |
| 2021-11-10 00:00:00 | 18599  | Dennison Crosswaite |
| 2022-01-10 00:00:00 | 8582   | Gigi Bohling        |
| 2021-02-02 00:00:00 | 784    | Camilla Castle      |
| 2021-05-14 00:00:00 | 3031   | Kelci Walkden       |
| 2022-03-25 00:00:00 | 1141   | Jan Morforth        |
| 2021-07-19 00:00:00 | 3563   | Kelci Walkden       |
| 2021-11-23 00:00:00 | 406    | Wilone O'Kielt      |
| 2021-09-27 00:00:00 | 1953   | Marney O'Breen      |
| 2021-03-19 00:00:00 | 12747  | Marney O'Breen      |
| 2022-01-24 00:00:00 | 756    | Kaine Padly         |
| 2021-02-08 00:00:00 | 18571  | Jehu Rudeforth      |
| 2021-04-20 00:00:00 | 3010   | Jan Morforth        |
| 2021-03-15 00:00:00 | 4249   | Kaine Padly         |
| 2022-02-18 00:00:00 | 1288   | Gunar Cockshoot     |
| 2021-03-29 00:00:00 | 1085   | Jan Morforth        |
| 2021-02-12 00:00:00 | 28     | Ches Bonnell        |
| 2021-06-29 00:00:00 | 4403   | Curtice Advani      |
| 2022-02-07 00:00:00 | 6279   | Gigi Bohling        |
| 2021-08-30 00:00:00 | 9030   | Kaine Padly         |
| 2022-01-13 00:00:00 | 1484   | Barr Faughny        |
| 2021-01-06 00:00:00 | 10276  | Gigi Bohling        |
| 2021-01-12 00:00:00 | 6713   | Jehu Rudeforth      |
| 2021-03-04 00:00:00 | 9688   | Jehu Rudeforth      |
| 2021-10-19 00:00:00 | 10633  | Beverie Moffet      |
| 2022-03-03 00:00:00 | 6405   | Gigi Bohling        |
| 2021-08-24 00:00:00 | 7112   | Curtice Advani      |
| 2021-02-08 00:00:00 | 665    | Kaine Padly         |
| 2022-03-07 00:00:00 | 9912   | Van Tuxwell         |
| 2021-09-24 00:00:00 | 6923   | Roddy Speechley     |
| 2021-06-24 00:00:00 | 2674   | Kaine Padly         |
| 2021-12-15 00:00:00 | 1064   | Beverie Moffet      |
| 2021-02-22 00:00:00 | 15351  | Brien Boise         |
| 2021-07-19 00:00:00 | 7203   | Van Tuxwell         |
| 2021-03-25 00:00:00 | 8036   | Camilla Castle      |
| 2021-03-23 00:00:00 | 1869   | Husein Augar        |
| 2021-07-29 00:00:00 | 8008   | Dotty Strutley      |
| 2022-03-24 00:00:00 | 5558   | Karlen McCaffrey    |
| 2021-09-21 00:00:00 | 6860   | Madelene Upcott     |
| 2021-09-24 00:00:00 | 3815   | Husein Augar        |
| 2021-12-29 00:00:00 | 3234   | Kaine Padly         |
| 2021-01-06 00:00:00 | 4403   | Curtice Advani      |
| 2021-10-25 00:00:00 | 5803   | Dotty Strutley      |
| 2021-08-25 00:00:00 | 5068   | Jan Morforth        |
| 2021-12-01 00:00:00 | 6790   | Kaine Padly         |
| 2021-06-17 00:00:00 | 4172   | Curtice Advani      |
| 2021-03-11 00:00:00 | 10066  | Camilla Castle      |
| 2021-02-04 00:00:00 | 1239   | Kelci Walkden       |
| 2021-10-27 00:00:00 | 9646   | Husein Augar        |
| 2021-05-21 00:00:00 | 15925  | Andria Kimpton      |
| 2021-09-06 00:00:00 | 672    | Madelene Upcott     |
| 2021-06-29 00:00:00 | 1890   | Oby Sorrel          |
| 2021-10-14 00:00:00 | 2674   | Jehu Rudeforth      |
| 2021-08-20 00:00:00 | 7175   | Husein Augar        |
| 2021-07-09 00:00:00 | 2044   | Gigi Bohling        |
| 2021-03-10 00:00:00 | 252    | Beverie Moffet      |
| 2021-08-17 00:00:00 | 1820   | Rafaelita Blaksland |
| 2021-02-01 00:00:00 | 7210   | Roddy Speechley     |
| 2022-03-18 00:00:00 | 987    | Beverie Moffet      |
| 2021-12-31 00:00:00 | 8687   | Madelene Upcott     |
| 2022-02-23 00:00:00 | 13510  | Van Tuxwell         |
| 2021-10-18 00:00:00 | 10983  | Karlen McCaffrey    |
| 2021-10-18 00:00:00 | 6321   | Ches Bonnell        |
| 2021-07-13 00:00:00 | 1876   | Jehu Rudeforth      |
| 2021-08-20 00:00:00 | 1785   | Brien Boise         |
| 2021-07-08 00:00:00 | 11312  | Madelene Upcott     |
| 2021-12-09 00:00:00 | 5215   | Husein Augar        |
| 2021-08-03 00:00:00 | 15120  | Gunar Cockshoot     |
| 2021-10-18 00:00:00 | 1960   | Beverie Moffet      |
| 2021-01-29 00:00:00 | 980    | Karlen McCaffrey    |
| 2021-05-26 00:00:00 | 6377   | Camilla Castle      |
| 2021-10-05 00:00:00 | 4543   | Marney O'Breen      |
| 2022-02-15 00:00:00 | 7497   | Kaine Padly         |
| 2021-11-25 00:00:00 | 2989   | Oby Sorrel          |
| 2021-02-02 00:00:00 | 1057   | Roddy Speechley     |
| 2021-05-13 00:00:00 | 1659   | Marney O'Breen      |
| 2021-05-26 00:00:00 | 6839   | Oby Sorrel          |
| 2021-02-02 00:00:00 | 4277   | Brien Boise         |
| 2022-03-16 00:00:00 | 8197   | Mallorie Waber      |
| 2022-02-23 00:00:00 | 700    | Karlen McCaffrey    |
| 2022-01-25 00:00:00 | 2240   | Kaine Padly         |
| 2021-03-26 00:00:00 | 8155   | Brien Boise         |
| 2022-01-20 00:00:00 | 7252   | Madelene Upcott     |
| 2021-10-27 00:00:00 | 4494   | Husein Augar        |
| 2022-03-08 00:00:00 | 11410  | Curtice Advani      |
| 2021-10-15 00:00:00 | 14245  | Dotty Strutley      |
| 2022-03-28 00:00:00 | 9268   | Husein Augar        |
| 2022-01-21 00:00:00 | 7182   | Mallorie Waber      |
| 2021-06-03 00:00:00 | 4802   | Roddy Speechley     |
| 2021-07-13 00:00:00 | 9240   | Barr Faughny        |
| 2021-03-01 00:00:00 | 1589   | Jehu Rudeforth      |
| 2021-01-14 00:00:00 | 4557   | Van Tuxwell         |
| 2022-01-26 00:00:00 | 4466   | Dennison Crosswaite |
| 2021-02-23 00:00:00 | 6818   | Barr Faughny        |
| 2021-04-20 00:00:00 | 4767   | Gigi Bohling        |
| 2021-04-07 00:00:00 | 17136  | Kaine Padly         |
| 2021-10-05 00:00:00 | 784    | Barr Faughny        |
| 2021-06-04 00:00:00 | 12047  | Husein Augar        |
| 2022-03-07 00:00:00 | 1925   | Dotty Strutley      |
| 2021-03-25 00:00:00 | 5222   | Gunar Cockshoot     |
| 2021-03-24 00:00:00 | 4088   | Rafaelita Blaksland |
| 2021-02-11 00:00:00 | 8806   | Husein Augar        |
| 2022-01-24 00:00:00 | 280    | Roddy Speechley     |
| 2021-09-02 00:00:00 | 7217   | Curtice Advani      |
| 2021-02-16 00:00:00 | 8645   | Karlen McCaffrey    |
| 2021-04-28 00:00:00 | 11025  | Dotty Strutley      |
| 2021-03-23 00:00:00 | 2702   | Wilone O'Kielt      |
| 2021-03-03 00:00:00 | 5523   | Beverie Moffet      |
| 2021-07-02 00:00:00 | 13559  | Brien Boise         |
| 2021-10-29 00:00:00 | 7735   | Karlen McCaffrey    |
| 2022-03-04 00:00:00 | 11963  | Andria Kimpton      |
